geometry,zone_id
"POLYGON ((7.61441186585401 45.0156825290737, 7.620772239024812 45.0156825290737, 7.620772239024812 45.01118592725508, 7.61441186585401 45.01118592725508, 7.61441186585401 45.0156825290737))",244
"POLYGON ((7.690736343903631 45.09662136180891, 7.697096717074433 45.09662136180891, 7.697096717074433 45.09212475999029, 7.690736343903631 45.09212475999029, 7.690736343903631 45.09662136180891))",718
"POLYGON ((7.627132612195614 45.07863495453442, 7.633492985366416 45.07863495453442, 7.633492985366416 45.0741383527158, 7.627132612195614 45.0741383527158, 7.627132612195614 45.07863495453442))",312
"POLYGON ((7.658934478049622 45.10561456544616, 7.665294851220424 45.10561456544616, 7.665294851220424 45.10111796362754, 7.658934478049622 45.10111796362754, 7.658934478049622 45.10561456544616))",511
"POLYGON ((7.652574104878821 45.03366893634819, 7.658934478049622 45.03366893634819, 7.658934478049622 45.02917233452957, 7.652574104878821 45.02917233452957, 7.652574104878821 45.03366893634819))",486
"POLYGON ((7.627132612195614 45.06514514907855, 7.633492985366416 45.06514514907855, 7.633492985366416 45.06064854725993, 7.627132612195614 45.06064854725993, 7.627132612195614 45.06514514907855))",315
"POLYGON ((7.709817463416036 45.09212475999029, 7.716177836586838 45.09212475999029, 7.716177836586838 45.08762815817167, 7.709817463416036 45.08762815817167, 7.709817463416036 45.09212475999029))",842
"POLYGON ((7.61441186585401 45.07863495453442, 7.620772239024812 45.07863495453442, 7.620772239024812 45.0741383527158, 7.61441186585401 45.0741383527158, 7.61441186585401 45.07863495453442))",230
"POLYGON ((7.72253820975764 45.07863495453442, 7.728898582928442 45.07863495453442, 7.728898582928442 45.0741383527158, 7.72253820975764 45.0741383527158, 7.72253820975764 45.07863495453442))",927
"POLYGON ((7.639853358537217 45.11460776908341, 7.646213731708019 45.11460776908341, 7.646213731708019 45.11011116726478, 7.639853358537217 45.11011116726478, 7.639853358537217 45.11460776908341))",386
"POLYGON ((7.658934478049622 45.09212475999029, 7.665294851220424 45.09212475999029, 7.665294851220424 45.08762815817167, 7.658934478049622 45.08762815817167, 7.658934478049622 45.09212475999029))",514
"POLYGON ((7.646213731708019 45.03366893634819, 7.652574104878821 45.03366893634819, 7.652574104878821 45.02917233452957, 7.646213731708019 45.02917233452957, 7.646213731708019 45.03366893634819))",445
"POLYGON ((7.652574104878821 45.11460776908341, 7.658934478049622 45.11460776908341, 7.658934478049622 45.11011116726478, 7.652574104878821 45.11011116726478, 7.652574104878821 45.11460776908341))",468
"POLYGON ((7.633492985366416 45.02917233452957, 7.639853358537217 45.02917233452957, 7.639853358537217 45.02467573271095, 7.633492985366416 45.02467573271095, 7.633492985366416 45.02917233452957))",364
"POLYGON ((7.652574104878821 45.10111796362754, 7.658934478049622 45.10111796362754, 7.658934478049622 45.09662136180891, 7.652574104878821 45.09662136180891, 7.652574104878821 45.10111796362754))",471
"POLYGON ((7.633492985366416 45.0156825290737, 7.639853358537217 45.0156825290737, 7.639853358537217 45.01118592725508, 7.633492985366416 45.01118592725508, 7.633492985366416 45.0156825290737))",367
"POLYGON ((7.627132612195614 45.08313155635305, 7.633492985366416 45.08313155635305, 7.633492985366416 45.07863495453442, 7.627132612195614 45.07863495453442, 7.627132612195614 45.08313155635305))",311
"POLYGON ((7.652574104878821 45.02467573271095, 7.658934478049622 45.02467573271095, 7.658934478049622 45.02017913089232, 7.652574104878821 45.02017913089232, 7.652574104878821 45.02467573271095))",488
"POLYGON ((7.671655224391226 45.04266213998544, 7.678015597562028 45.04266213998544, 7.678015597562028 45.03816553816682, 7.671655224391226 45.03816553816682, 7.671655224391226 45.04266213998544))",607
"POLYGON ((7.633492985366416 45.04715874180406, 7.639853358537217 45.04715874180406, 7.639853358537217 45.04266213998544, 7.633492985366416 45.04266213998544, 7.633492985366416 45.04715874180406))",360
"POLYGON ((7.678015597562028 45.03366893634819, 7.684375970732829 45.03366893634819, 7.684375970732829 45.02917233452957, 7.678015597562028 45.02917233452957, 7.678015597562028 45.03366893634819))",650
"POLYGON ((7.620772239024812 45.0156825290737, 7.627132612195614 45.0156825290737, 7.627132612195614 45.01118592725508, 7.620772239024812 45.01118592725508, 7.620772239024812 45.0156825290737))",285
"POLYGON ((7.671655224391226 45.03366893634819, 7.678015597562028 45.03366893634819, 7.678015597562028 45.02917233452957, 7.671655224391226 45.02917233452957, 7.671655224391226 45.03366893634819))",609
"POLYGON ((7.627132612195614 45.04266213998544, 7.633492985366416 45.04266213998544, 7.633492985366416 45.03816553816682, 7.627132612195614 45.03816553816682, 7.627132612195614 45.04266213998544))",320
"POLYGON ((7.665294851220424 45.02917233452957, 7.671655224391226 45.02917233452957, 7.671655224391226 45.02467573271095, 7.665294851220424 45.02467573271095, 7.665294851220424 45.02917233452957))",569
"POLYGON ((7.716177836586838 45.06964175089718, 7.72253820975764 45.06964175089718, 7.72253820975764 45.06514514907855, 7.716177836586838 45.06514514907855, 7.716177836586838 45.06964175089718))",888
"POLYGON ((7.678015597562028 45.10111796362754, 7.684375970732829 45.10111796362754, 7.684375970732829 45.09662136180891, 7.678015597562028 45.09662136180891, 7.678015597562028 45.10111796362754))",635
"POLYGON ((7.620772239024812 45.06514514907855, 7.627132612195614 45.06514514907855, 7.627132612195614 45.06064854725993, 7.620772239024812 45.06064854725993, 7.620772239024812 45.06514514907855))",274
"POLYGON ((7.652574104878821 45.11011116726478, 7.658934478049622 45.11011116726478, 7.658934478049622 45.10561456544616, 7.652574104878821 45.10561456544616, 7.652574104878821 45.11011116726478))",469
"POLYGON ((7.665294851220424 45.04266213998544, 7.671655224391226 45.04266213998544, 7.671655224391226 45.03816553816682, 7.665294851220424 45.03816553816682, 7.665294851220424 45.04266213998544))",566
"POLYGON ((7.633492985366416 45.05615194544131, 7.639853358537217 45.05615194544131, 7.639853358537217 45.05165534362268, 7.633492985366416 45.05165534362268, 7.633492985366416 45.05615194544131))",358
"POLYGON ((7.690736343903631 45.09212475999029, 7.697096717074433 45.09212475999029, 7.697096717074433 45.08762815817167, 7.690736343903631 45.08762815817167, 7.690736343903631 45.09212475999029))",719
"POLYGON ((7.690736343903631 45.10111796362754, 7.697096717074433 45.10111796362754, 7.697096717074433 45.09662136180891, 7.690736343903631 45.09662136180891, 7.690736343903631 45.10111796362754))",717
"POLYGON ((7.582610000000002 45.10111796362754, 7.588970373170803 45.10111796362754, 7.588970373170803 45.09662136180891, 7.582610000000002 45.09662136180891, 7.582610000000002 45.10111796362754))",20
"POLYGON ((7.633492985366416 45.10561456544616, 7.639853358537217 45.10561456544616, 7.639853358537217 45.10111796362754, 7.633492985366416 45.10111796362754, 7.633492985366416 45.10561456544616))",347
"POLYGON ((7.658934478049622 45.10111796362754, 7.665294851220424 45.10111796362754, 7.665294851220424 45.09662136180891, 7.658934478049622 45.09662136180891, 7.658934478049622 45.10111796362754))",512
"POLYGON ((7.684375970732829 45.09662136180891, 7.690736343903631 45.09662136180891, 7.690736343903631 45.09212475999029, 7.684375970732829 45.09212475999029, 7.684375970732829 45.09662136180891))",677
"POLYGON ((7.627132612195614 45.03816553816682, 7.633492985366416 45.03816553816682, 7.633492985366416 45.03366893634819, 7.627132612195614 45.03366893634819, 7.627132612195614 45.03816553816682))",321
"POLYGON ((7.652574104878821 45.02017913089232, 7.658934478049622 45.02017913089232, 7.658934478049622 45.0156825290737, 7.652574104878821 45.0156825290737, 7.652574104878821 45.02017913089232))",489
"POLYGON ((7.709817463416036 45.06514514907855, 7.716177836586838 45.06514514907855, 7.716177836586838 45.06064854725993, 7.709817463416036 45.06064854725993, 7.709817463416036 45.06514514907855))",848
"POLYGON ((7.709817463416036 45.07863495453442, 7.716177836586838 45.07863495453442, 7.716177836586838 45.0741383527158, 7.709817463416036 45.0741383527158, 7.709817463416036 45.07863495453442))",845
"POLYGON ((7.620772239024812 45.02017913089232, 7.627132612195614 45.02017913089232, 7.627132612195614 45.0156825290737, 7.620772239024812 45.0156825290737, 7.620772239024812 45.02017913089232))",284
"POLYGON ((7.620772239024812 45.04266213998544, 7.627132612195614 45.04266213998544, 7.627132612195614 45.03816553816682, 7.620772239024812 45.03816553816682, 7.620772239024812 45.04266213998544))",279
"POLYGON ((7.652574104878821 45.10561456544616, 7.658934478049622 45.10561456544616, 7.658934478049622 45.10111796362754, 7.652574104878821 45.10111796362754, 7.652574104878821 45.10561456544616))",470
"POLYGON ((7.658934478049622 45.09662136180891, 7.665294851220424 45.09662136180891, 7.665294851220424 45.09212475999029, 7.658934478049622 45.09212475999029, 7.658934478049622 45.09662136180891))",513
"POLYGON ((7.639853358537217 45.11011116726478, 7.646213731708019 45.11011116726478, 7.646213731708019 45.10561456544616, 7.639853358537217 45.10561456544616, 7.639853358537217 45.11011116726478))",387
"POLYGON ((7.703457090245235 45.07863495453442, 7.709817463416036 45.07863495453442, 7.709817463416036 45.0741383527158, 7.703457090245235 45.0741383527158, 7.703457090245235 45.07863495453442))",804
"POLYGON ((7.627132612195614 45.02017913089232, 7.633492985366416 45.02017913089232, 7.633492985366416 45.0156825290737, 7.627132612195614 45.0156825290737, 7.627132612195614 45.02017913089232))",325
"POLYGON ((7.61441186585401 45.06964175089718, 7.620772239024812 45.06964175089718, 7.620772239024812 45.06514514907855, 7.61441186585401 45.06514514907855, 7.61441186585401 45.06964175089718))",232
"POLYGON ((7.697096717074433 45.10111796362754, 7.703457090245235 45.10111796362754, 7.703457090245235 45.09662136180891, 7.697096717074433 45.09662136180891, 7.697096717074433 45.10111796362754))",758
"POLYGON ((7.646213731708019 45.0156825290737, 7.652574104878821 45.0156825290737, 7.652574104878821 45.01118592725508, 7.646213731708019 45.01118592725508, 7.646213731708019 45.0156825290737))",449
"POLYGON ((7.633492985366416 45.03816553816682, 7.639853358537217 45.03816553816682, 7.639853358537217 45.03366893634819, 7.633492985366416 45.03366893634819, 7.633492985366416 45.03816553816682))",362
"POLYGON ((7.639853358537217 45.10561456544616, 7.646213731708019 45.10561456544616, 7.646213731708019 45.10111796362754, 7.639853358537217 45.10111796362754, 7.639853358537217 45.10561456544616))",388
"POLYGON ((7.671655224391226 45.10111796362754, 7.678015597562028 45.10111796362754, 7.678015597562028 45.09662136180891, 7.671655224391226 45.09662136180891, 7.671655224391226 45.10111796362754))",594
"POLYGON ((7.646213731708019 45.08762815817167, 7.652574104878821 45.08762815817167, 7.652574104878821 45.08313155635305, 7.646213731708019 45.08313155635305, 7.646213731708019 45.08762815817167))",433
"POLYGON ((7.716177836586838 45.07863495453442, 7.72253820975764 45.07863495453442, 7.72253820975764 45.0741383527158, 7.716177836586838 45.0741383527158, 7.716177836586838 45.07863495453442))",886
"POLYGON ((7.633492985366416 45.03366893634819, 7.639853358537217 45.03366893634819, 7.639853358537217 45.02917233452957, 7.633492985366416 45.02917233452957, 7.633492985366416 45.03366893634819))",363
"POLYGON ((7.671655224391226 45.03816553816682, 7.678015597562028 45.03816553816682, 7.678015597562028 45.03366893634819, 7.671655224391226 45.03366893634819, 7.671655224391226 45.03816553816682))",608
"POLYGON ((7.639853358537217 45.03366893634819, 7.646213731708019 45.03366893634819, 7.646213731708019 45.02917233452957, 7.639853358537217 45.02917233452957, 7.639853358537217 45.03366893634819))",404
"POLYGON ((7.697096717074433 45.09662136180891, 7.703457090245235 45.09662136180891, 7.703457090245235 45.09212475999029, 7.697096717074433 45.09212475999029, 7.697096717074433 45.09662136180891))",759
"POLYGON ((7.72253820975764 45.0741383527158, 7.728898582928442 45.0741383527158, 7.728898582928442 45.06964175089718, 7.72253820975764 45.06964175089718, 7.72253820975764 45.0741383527158))",928
"POLYGON ((7.633492985366416 45.02017913089232, 7.639853358537217 45.02017913089232, 7.639853358537217 45.0156825290737, 7.633492985366416 45.0156825290737, 7.633492985366416 45.02017913089232))",366
"POLYGON ((7.703457090245235 45.09212475999029, 7.709817463416036 45.09212475999029, 7.709817463416036 45.08762815817167, 7.703457090245235 45.08762815817167, 7.703457090245235 45.09212475999029))",801
"POLYGON ((7.665294851220424 45.02467573271095, 7.671655224391226 45.02467573271095, 7.671655224391226 45.02017913089232, 7.665294851220424 45.02017913089232, 7.665294851220424 45.02467573271095))",570
"POLYGON ((7.690736343903631 45.10561456544616, 7.697096717074433 45.10561456544616, 7.697096717074433 45.10111796362754, 7.690736343903631 45.10111796362754, 7.690736343903631 45.10561456544616))",716
"POLYGON ((7.61441186585401 45.08313155635305, 7.620772239024812 45.08313155635305, 7.620772239024812 45.07863495453442, 7.61441186585401 45.07863495453442, 7.61441186585401 45.08313155635305))",229
"POLYGON ((7.652574104878821 45.05165534362268, 7.658934478049622 45.05165534362268, 7.658934478049622 45.04715874180406, 7.652574104878821 45.04715874180406, 7.652574104878821 45.05165534362268))",482
"POLYGON ((7.658934478049622 45.04266213998544, 7.665294851220424 45.04266213998544, 7.665294851220424 45.03816553816682, 7.658934478049622 45.03816553816682, 7.658934478049622 45.04266213998544))",525
"POLYGON ((7.627132612195614 45.0156825290737, 7.633492985366416 45.0156825290737, 7.633492985366416 45.01118592725508, 7.627132612195614 45.01118592725508, 7.627132612195614 45.0156825290737))",326
"POLYGON ((7.646213731708019 45.11011116726478, 7.652574104878821 45.11011116726478, 7.652574104878821 45.10561456544616, 7.646213731708019 45.10561456544616, 7.646213731708019 45.11011116726478))",428
"POLYGON ((7.608051492683209 45.02467573271095, 7.61441186585401 45.02467573271095, 7.61441186585401 45.02017913089232, 7.608051492683209 45.02017913089232, 7.608051492683209 45.02467573271095))",201
"POLYGON ((7.646213731708019 45.02917233452957, 7.652574104878821 45.02917233452957, 7.652574104878821 45.02467573271095, 7.646213731708019 45.02467573271095, 7.646213731708019 45.02917233452957))",446
"POLYGON ((7.646213731708019 45.10561456544616, 7.652574104878821 45.10561456544616, 7.652574104878821 45.10111796362754, 7.646213731708019 45.10111796362754, 7.646213731708019 45.10561456544616))",429
"POLYGON ((7.716177836586838 45.09662136180891, 7.72253820975764 45.09662136180891, 7.72253820975764 45.09212475999029, 7.716177836586838 45.09212475999029, 7.716177836586838 45.09662136180891))",882
"POLYGON ((7.697096717074433 45.09212475999029, 7.703457090245235 45.09212475999029, 7.703457090245235 45.08762815817167, 7.697096717074433 45.08762815817167, 7.697096717074433 45.09212475999029))",760
"POLYGON ((7.620772239024812 45.06964175089718, 7.627132612195614 45.06964175089718, 7.627132612195614 45.06514514907855, 7.620772239024812 45.06514514907855, 7.620772239024812 45.06964175089718))",273
"POLYGON ((7.627132612195614 45.04715874180406, 7.633492985366416 45.04715874180406, 7.633492985366416 45.04266213998544, 7.627132612195614 45.04266213998544, 7.627132612195614 45.04715874180406))",319
"POLYGON ((7.639853358537217 45.10111796362754, 7.646213731708019 45.10111796362754, 7.646213731708019 45.09662136180891, 7.639853358537217 45.09662136180891, 7.639853358537217 45.10111796362754))",389
"POLYGON ((7.665294851220424 45.09662136180891, 7.671655224391226 45.09662136180891, 7.671655224391226 45.09212475999029, 7.665294851220424 45.09212475999029, 7.665294851220424 45.09662136180891))",554
"POLYGON ((7.633492985366416 45.08762815817167, 7.639853358537217 45.08762815817167, 7.639853358537217 45.08313155635305, 7.633492985366416 45.08313155635305, 7.633492985366416 45.08762815817167))",351
"POLYGON ((7.72253820975764 45.06964175089718, 7.728898582928442 45.06964175089718, 7.728898582928442 45.06514514907855, 7.72253820975764 45.06514514907855, 7.72253820975764 45.06964175089718))",929
"POLYGON ((7.61441186585401 45.08762815817167, 7.620772239024812 45.08762815817167, 7.620772239024812 45.08313155635305, 7.61441186585401 45.08313155635305, 7.61441186585401 45.08762815817167))",228
"POLYGON ((7.684375970732829 45.10111796362754, 7.690736343903631 45.10111796362754, 7.690736343903631 45.09662136180891, 7.684375970732829 45.09662136180891, 7.684375970732829 45.10111796362754))",676
"POLYGON ((7.703457090245235 45.10111796362754, 7.709817463416036 45.10111796362754, 7.709817463416036 45.09662136180891, 7.703457090245235 45.09662136180891, 7.703457090245235 45.10111796362754))",799
"POLYGON ((7.684375970732829 45.05615194544131, 7.690736343903631 45.05615194544131, 7.690736343903631 45.05165534362268, 7.684375970732829 45.05165534362268, 7.684375970732829 45.05615194544131))",686
"POLYGON ((7.608051492683209 45.07863495453442, 7.61441186585401 45.07863495453442, 7.61441186585401 45.0741383527158, 7.608051492683209 45.0741383527158, 7.608051492683209 45.07863495453442))",189
"POLYGON ((7.61441186585401 45.02017913089232, 7.620772239024812 45.02017913089232, 7.620772239024812 45.0156825290737, 7.61441186585401 45.0156825290737, 7.61441186585401 45.02017913089232))",243
"POLYGON ((7.646213731708019 45.11460776908341, 7.652574104878821 45.11460776908341, 7.652574104878821 45.11011116726478, 7.646213731708019 45.11011116726478, 7.646213731708019 45.11460776908341))",427
"POLYGON ((7.646213731708019 45.02017913089232, 7.652574104878821 45.02017913089232, 7.652574104878821 45.0156825290737, 7.646213731708019 45.0156825290737, 7.646213731708019 45.02017913089232))",448
"POLYGON ((7.658934478049622 45.11011116726478, 7.665294851220424 45.11011116726478, 7.665294851220424 45.10561456544616, 7.658934478049622 45.10561456544616, 7.658934478049622 45.11011116726478))",510
"POLYGON ((7.697096717074433 45.06064854725993, 7.703457090245235 45.06064854725993, 7.703457090245235 45.05615194544131, 7.697096717074433 45.05615194544131, 7.697096717074433 45.06064854725993))",767
"POLYGON ((7.665294851220424 45.02017913089232, 7.671655224391226 45.02017913089232, 7.671655224391226 45.0156825290737, 7.665294851220424 45.0156825290737, 7.665294851220424 45.02017913089232))",571
"POLYGON ((7.601691119512407 45.0741383527158, 7.608051492683209 45.0741383527158, 7.608051492683209 45.06964175089718, 7.601691119512407 45.06964175089718, 7.601691119512407 45.0741383527158))",149
"POLYGON ((7.620772239024812 45.02467573271095, 7.627132612195614 45.02467573271095, 7.627132612195614 45.02017913089232, 7.620772239024812 45.02017913089232, 7.620772239024812 45.02467573271095))",283
"POLYGON ((7.61441186585401 45.03816553816682, 7.620772239024812 45.03816553816682, 7.620772239024812 45.03366893634819, 7.61441186585401 45.03366893634819, 7.61441186585401 45.03816553816682))",239
"POLYGON ((7.620772239024812 45.08762815817167, 7.627132612195614 45.08762815817167, 7.627132612195614 45.08313155635305, 7.620772239024812 45.08313155635305, 7.620772239024812 45.08762815817167))",269
"POLYGON ((7.601691119512407 45.07863495453442, 7.608051492683209 45.07863495453442, 7.608051492683209 45.0741383527158, 7.601691119512407 45.0741383527158, 7.601691119512407 45.07863495453442))",148
"POLYGON ((7.684375970732829 45.10561456544616, 7.690736343903631 45.10561456544616, 7.690736343903631 45.10111796362754, 7.684375970732829 45.10111796362754, 7.684375970732829 45.10561456544616))",675
"POLYGON ((7.703457090245235 45.09662136180891, 7.709817463416036 45.09662136180891, 7.709817463416036 45.09212475999029, 7.703457090245235 45.09212475999029, 7.703457090245235 45.09662136180891))",800
"POLYGON ((7.703457090245235 45.08762815817167, 7.709817463416036 45.08762815817167, 7.709817463416036 45.08313155635305, 7.703457090245235 45.08313155635305, 7.703457090245235 45.08762815817167))",802
"POLYGON ((7.608051492683209 45.06964175089718, 7.61441186585401 45.06964175089718, 7.61441186585401 45.06514514907855, 7.608051492683209 45.06514514907855, 7.608051492683209 45.06964175089718))",191
"POLYGON ((7.627132612195614 45.08762815817167, 7.633492985366416 45.08762815817167, 7.633492985366416 45.08313155635305, 7.627132612195614 45.08313155635305, 7.627132612195614 45.08762815817167))",310
"POLYGON ((7.652574104878821 45.04715874180406, 7.658934478049622 45.04715874180406, 7.658934478049622 45.04266213998544, 7.652574104878821 45.04266213998544, 7.652574104878821 45.04715874180406))",483
"POLYGON ((7.639853358537217 45.08762815817167, 7.646213731708019 45.08762815817167, 7.646213731708019 45.08313155635305, 7.639853358537217 45.08313155635305, 7.639853358537217 45.08762815817167))",392
"POLYGON ((7.639853358537217 45.02017913089232, 7.646213731708019 45.02017913089232, 7.646213731708019 45.0156825290737, 7.639853358537217 45.0156825290737, 7.639853358537217 45.02017913089232))",407
"POLYGON ((7.697096717074433 45.11011116726478, 7.703457090245235 45.11011116726478, 7.703457090245235 45.10561456544616, 7.697096717074433 45.10561456544616, 7.697096717074433 45.11011116726478))",756
"POLYGON ((7.703457090245235 45.06064854725993, 7.709817463416036 45.06064854725993, 7.709817463416036 45.05615194544131, 7.703457090245235 45.05615194544131, 7.703457090245235 45.06064854725993))",808
"POLYGON ((7.709817463416036 45.08313155635305, 7.716177836586838 45.08313155635305, 7.716177836586838 45.07863495453442, 7.709817463416036 45.07863495453442, 7.709817463416036 45.08313155635305))",844
"POLYGON ((7.646213731708019 45.09212475999029, 7.652574104878821 45.09212475999029, 7.652574104878821 45.08762815817167, 7.646213731708019 45.08762815817167, 7.646213731708019 45.09212475999029))",432
"POLYGON ((7.61441186585401 45.04266213998544, 7.620772239024812 45.04266213998544, 7.620772239024812 45.03816553816682, 7.61441186585401 45.03816553816682, 7.61441186585401 45.04266213998544))",238
"POLYGON ((7.61441186585401 45.02467573271095, 7.620772239024812 45.02467573271095, 7.620772239024812 45.02017913089232, 7.61441186585401 45.02017913089232, 7.61441186585401 45.02467573271095))",242
"POLYGON ((7.61441186585401 45.06514514907855, 7.620772239024812 45.06514514907855, 7.620772239024812 45.06064854725993, 7.61441186585401 45.06064854725993, 7.61441186585401 45.06514514907855))",233
"POLYGON ((7.627132612195614 45.06064854725993, 7.633492985366416 45.06064854725993, 7.633492985366416 45.05615194544131, 7.627132612195614 45.05615194544131, 7.627132612195614 45.06064854725993))",316
"POLYGON ((7.620772239024812 45.04715874180406, 7.627132612195614 45.04715874180406, 7.627132612195614 45.04266213998544, 7.620772239024812 45.04266213998544, 7.620772239024812 45.04715874180406))",278
"POLYGON ((7.620772239024812 45.06064854725993, 7.627132612195614 45.06064854725993, 7.627132612195614 45.05615194544131, 7.620772239024812 45.05615194544131, 7.620772239024812 45.06064854725993))",275
"POLYGON ((7.627132612195614 45.03366893634819, 7.633492985366416 45.03366893634819, 7.633492985366416 45.02917233452957, 7.627132612195614 45.02917233452957, 7.627132612195614 45.03366893634819))",322
"POLYGON ((7.633492985366416 45.11011116726478, 7.639853358537217 45.11011116726478, 7.639853358537217 45.10561456544616, 7.633492985366416 45.10561456544616, 7.633492985366416 45.11011116726478))",346
"POLYGON ((7.665294851220424 45.11011116726478, 7.671655224391226 45.11011116726478, 7.671655224391226 45.10561456544616, 7.665294851220424 45.10561456544616, 7.665294851220424 45.11011116726478))",551
"POLYGON ((7.709817463416036 45.10111796362754, 7.716177836586838 45.10111796362754, 7.716177836586838 45.09662136180891, 7.709817463416036 45.09662136180891, 7.709817463416036 45.10111796362754))",840
"POLYGON ((7.658934478049622 45.03816553816682, 7.665294851220424 45.03816553816682, 7.665294851220424 45.03366893634819, 7.658934478049622 45.03366893634819, 7.658934478049622 45.03816553816682))",526
"POLYGON ((7.684375970732829 45.04715874180406, 7.690736343903631 45.04715874180406, 7.690736343903631 45.04266213998544, 7.684375970732829 45.04266213998544, 7.684375970732829 45.04715874180406))",688
"POLYGON ((7.627132612195614 45.02467573271095, 7.633492985366416 45.02467573271095, 7.633492985366416 45.02017913089232, 7.627132612195614 45.02017913089232, 7.627132612195614 45.02467573271095))",324
"POLYGON ((7.703457090245235 45.10561456544616, 7.709817463416036 45.10561456544616, 7.709817463416036 45.10111796362754, 7.703457090245235 45.10111796362754, 7.703457090245235 45.10561456544616))",798
"POLYGON ((7.620772239024812 45.05165534362268, 7.627132612195614 45.05165534362268, 7.627132612195614 45.04715874180406, 7.620772239024812 45.04715874180406, 7.620772239024812 45.05165534362268))",277
